#681 0 1.360000
0.0000000000e+00 2.7399500000e+14 9.9276400000e+09
2.0000000000e-03 2.7399500000e+14 8.8222800000e+09
4.0000000000e-03 1.3171950000e+14 7.7450700000e+09
6.0000000000e-03 8.1948333333e+13 6.7241500000e+09
8.0000000000e-03 5.1858222222e+13 5.7876900000e+09
1.0000000000e-02 3.7364744444e+13 4.9638200000e+09
1.2000000000e-02 2.7566342593e+13 4.2724100000e+09
1.4000000000e-02 2.0607904762e+13 3.7001300000e+09
1.6000000000e-02 1.5526513889e+13 3.2253700000e+09
1.8000000000e-02 1.1787209877e+13 2.8265000000e+09
2.0000000000e-02 9.0690166667e+12 2.4819100000e+09
2.2000000000e-02 7.1048429293e+12 2.1733800000e+09
2.4000000000e-02 5.6612740741e+12 1.8962600000e+09
2.6000000000e-02 4.5787794872e+12 1.6493100000e+09
2.8000000000e-02 3.7434170635e+12 1.4312900000e+09
3.0000000000e-02 3.0716251852e+12 1.2409600000e+09
3.2000000000e-02 2.5184170139e+12 1.0767300000e+09
3.4000000000e-02 2.0641758170e+12 9.3575300000e+08
3.6000000000e-02 1.6918820988e+12 8.1484200000e+08
3.8000000000e-02 1.3881026316e+12 7.1081200000e+08
4.0000000000e-02 1.1420883333e+12 6.2047800000e+08
4.2000000000e-02 9.4385529101e+11 5.4103300000e+08
4.4000000000e-02 7.8384040404e+11 4.7119300000e+08
4.6000000000e-02 6.5398115942e+11 4.1005100000e+08
4.8000000000e-02 5.4755879630e+11 3.5670200000e+08
5.0000000000e-02 4.5892977778e+11 3.1023900000e+08
5.2000000000e-02 3.8453589744e+11 2.6980100000e+08
5.4000000000e-02 3.2232967078e+11 2.3470800000e+08
5.6000000000e-02 2.7037353175e+11 2.0432100000e+08
5.8000000000e-02 2.2699716475e+11 1.7800400000e+08
6.0000000000e-02 1.9075309259e+11 1.5511900000e+08
6.2000000000e-02 1.6050109319e+11 1.3509200000e+08
6.4000000000e-02 1.3530741319e+11 1.1759200000e+08
6.6000000000e-02 1.1430058923e+11 1.0234900000e+08
6.8000000000e-02 9.6711372549e+10 8.9094900000e+07
7.0000000000e-02 8.1858714286e+10 7.7559700000e+07
7.2000000000e-02 6.9279027778e+10 6.7494800000e+07
7.4000000000e-02 5.8667822823e+10 5.8732200000e+07
7.6000000000e-02 4.9724342105e+10 5.1124000000e+07
7.8000000000e-02 4.2178703704e+10 4.4522500000e+07
8.0000000000e-02 3.5788000000e+10 3.8779900000e+07
8.2000000000e-02 3.0374146341e+10 3.3761200000e+07
8.4000000000e-02 2.5804841270e+10 2.9383200000e+07
8.6000000000e-02 2.1949005168e+10 2.5575600000e+07
8.8000000000e-02 1.8687498737e+10 2.2267900000e+07
9.0000000000e-02 1.5911785185e+10 1.9389900000e+07
9.2000000000e-02 1.3546114734e+10 1.6876900000e+07
9.4000000000e-02 1.1538671395e+10 1.4687000000e+07
9.6000000000e-02 9.8366655093e+09 1.2784200000e+07
9.8000000000e-02 8.3915952381e+09 1.1132200000e+07
1.0000000000e-01 7.1588611111e+09 9.6949700000e+06
1.0200000000e-01 6.1066644880e+09 8.4394400000e+06
1.0400000000e-01 5.2124476496e+09 7.3447400000e+06
1.0600000000e-01 4.4530419287e+09 6.3930500000e+06
1.0800000000e-01 3.8069835391e+09 5.5665700000e+06
1.1000000000e-01 3.2543777778e+09 4.8474800000e+06
1.1200000000e-01 2.7812896825e+09 4.2194600000e+06
1.1400000000e-01 2.3781315789e+09 3.6720400000e+06
1.1600000000e-01 2.0348965517e+09 3.1962700000e+06
1.1800000000e-01 1.7422561205e+09 2.7831600000e+06
1.2000000000e-01 1.4915032407e+09 2.4237400000e+06
1.2200000000e-01 1.2765155738e+09 2.1098000000e+06
1.2400000000e-01 1.0930444444e+09 1.8361100000e+06
1.2600000000e-01 9.3662037037e+08 1.5982000000e+06
1.2800000000e-01 8.0305234375e+08 1.3916200000e+06
1.3000000000e-01 6.8840811966e+08 1.2118700000e+06
1.3200000000e-01 5.8994074074e+08 1.0548800000e+06
1.3400000000e-01 5.0576940299e+08 9.1803300000e+05
1.3600000000e-01 4.3389501634e+08 7.9908500000e+05
1.3800000000e-01 3.7243478261e+08 6.9580000000e+05
1.4000000000e-01 3.1961253968e+08 6.0593800000e+05
1.4200000000e-01 2.7418881064e+08 5.2744800000e+05
1.4400000000e-01 2.3531512346e+08 4.5902500000e+05
1.4600000000e-01 2.0208318113e+08 3.9954900000e+05
